gene_id,disease_name,disease_id,score,evidence_level
7124,"Leishmaniases, Mucocutaneous",C1328252,0.65,NA
85458,Anxiety Disorder,C0003469,0.65,NA
6689,primary biliary cirrhosis,C0008312,0.65,NA
1837,"Disease, Meniere",C0025281,0.65,NA
2944,"Disease, Hepatic Veno-Occlusive",C0019156,0.65,NA
4282,Anxiety Disorder,C0003469,0.65,NA
3659,Gastric adenocarcinoma,C0278701,0.65,NA
5159,Gastric adenocarcinoma,C0278701,0.65,NA
3117,primary biliary cirrhosis,C0008312,0.65,NA
6648,Leber's optic atrophy,C0917796,0.65,NA
27185,Anxiety Disorder,C0003469,0.65,NA
200931,primary biliary cirrhosis,C0008312,0.65,NA
5450,primary biliary cirrhosis,C0008312,0.65,NA
55294,Gastric adenocarcinoma,C0278701,0.6,NA
2353,Familial generalized lipodystrophy,C0221032,0.6,NA
4041,"Polycystic Kidney, Autosomal Dominant",C0085413,0.6,NA
79796,"Polycystic Kidney, Autosomal Dominant",C0085413,0.6,NA
3815,squamous cell carcinoma of lung (diagnosis),C0149782,0.6,NA
1756,Leiomyosarcoma,C0023269,0.6,NA
4549,Leber's optic atrophy,C0917796,0.6,NA
213,primary biliary cirrhosis,C0008312,0.6,NA
79001,Hemorrhages,C0019080,0.6,NA
5728,squamous cell carcinoma of lung (diagnosis),C0149782,0.6,NA
1869,squamous cell carcinoma of lung (diagnosis),C0149782,0.6,NA
6794,squamous cell carcinoma of lung (diagnosis),C0149782,0.6,NA
2623,beta-Thalassemia,C0005283,0.6,NA
6615,Papillary Thyroid Carcinoma,C0238463,0.6,NA
5265,Anxiety Disorder,C0003469,0.6,NA
10845,Erythropoietic Protoporphyria,C0162568,0.6,NA
1969,Gastric adenocarcinoma,C0278701,0.6,NA
51196,Gastric adenocarcinoma,C0278701,0.6,NA
5781,Gastric adenocarcinoma,C0278701,0.6,NA
673,Gastric adenocarcinoma,C0278701,0.6,NA
26509,hereditary angioneurotic edema,C0019243,0.6,NA
643,primary biliary cirrhosis,C0008312,0.6,NA
2066,squamous cell carcinoma of lung (diagnosis),C0149782,0.6,NA
3156,Deficiency of mevalonate kinase,C0342731,0.6,NA
1436,"Disorder, Myeloproliferative",C0027022,0.6,NA
5604,Gastric adenocarcinoma,C0278701,0.6,NA
3418,"Lymphoma, Peripheral T-Cell",C0079774,0.6,NA
940,"Lymphoma, Peripheral T-Cell",C0079774,0.6,NA
1969,squamous cell carcinoma of lung (diagnosis),C0149782,0.6,NA
3480,squamous cell carcinoma of lung (diagnosis),C0149782,0.6,NA
3552,Dermatomyositis,C0011633,0.6,NA
4292,Gastric adenocarcinoma,C0278701,0.6,NA
2778,Gastric adenocarcinoma,C0278701,0.6,NA
7157,Leber's optic atrophy,C0917796,0.6,NA
4846,primary biliary cirrhosis,C0008312,0.6,NA
3627,primary biliary cirrhosis,C0008312,0.6,NA
6347,Cutaneous Leishmaniases,C0023283,0.6,NA
1735,Papillary Thyroid Carcinoma,C0238463,0.6,NA
57412,Toxic effect of arsenic and its compounds,C0311375,0.6,NA
29880,"Polycystic Kidney, Autosomal Dominant",C0085413,0.6,NA
5819,"Lymphoma, Peripheral T-Cell",C0079774,0.6,NA
7273,squamous cell carcinoma of lung (diagnosis),C0149782,0.6,NA
3265,squamous cell carcinoma of lung (diagnosis),C0149782,0.6,NA
3855,primary biliary cirrhosis,C0008312,0.6,NA
941,primary biliary cirrhosis,C0008312,0.6,NA
2052,Leber's optic atrophy,C0917796,0.6,NA
4566,Leber's optic atrophy,C0917796,0.6,NA
6121,Leber's optic atrophy,C0917796,0.6,NA
2047,Gastric adenocarcinoma,C0278701,0.6,NA
5347,squamous cell carcinoma of lung (diagnosis),C0149782,0.6,NA
387,Gastric adenocarcinoma,C0278701,0.6,NA
6098,Gastric adenocarcinoma,C0278701,0.6,NA
6591,Papillary Thyroid Carcinoma,C0238463,0.6,NA
5727,UTERUS FIBROMA,C0042133,0.6,NA
64711,hereditary angioneurotic edema,C0019243,0.6,NA
64805,Hemorrhages,C0019080,0.6,NA
81037,squamous cell carcinoma of lung (diagnosis),C0149782,0.6,NA
954,primary biliary cirrhosis,C0008312,0.6,NA
4007,Leber's optic atrophy,C0917796,0.6,NA
2214,"Macroglobulinemia, Waldenstrom's",C0024419,0.6,NA
1282,UTERUS FIBROMA,C0042133,0.55,NA
7515,Papillary Thyroid Carcinoma,C0238463,0.55,NA
9562,"Adenocarcinoma, Follicular",C0206682,0.55,NA
79694,Anxiety Disorder,C0003469,0.55,NA
1277,beta-Thalassemia,C0005283,0.55,NA
5591,squamous cell carcinoma of lung (diagnosis),C0149782,0.55,NA
7161,squamous cell carcinoma of lung (diagnosis),C0149782,0.55,NA
23274,primary biliary cirrhosis,C0008312,0.55,NA
3953,"Infection, Respiratory Tract",C0035243,0.55,NA
5781,squamous cell carcinoma of lung (diagnosis),C0149782,0.55,NA
6439,squamous cell carcinoma of lung (diagnosis),C0149782,0.55,NA
2952,beta-Thalassemia,C0005283,0.55,NA
100,UTERUS FIBROMA,C0042133,0.55,NA
1284,UTERUS FIBROMA,C0042133,0.55,NA
1612,UTERUS FIBROMA,C0042133,0.55,NA
51750,Gastric adenocarcinoma,C0278701,0.55,NA
4524,"Disease, Meniere",C0025281,0.55,NA
4524,"Disease, Hepatic Veno-Occlusive",C0019156,0.55,NA
163486,primary biliary cirrhosis,C0008312,0.55,NA
5328,Hemorrhages,C0019080,0.55,NA
10767,beta-Thalassemia,C0005283,0.55,NA
7124,beta-Thalassemia,C0005283,0.55,NA
3159,Leiomyosarcoma,C0023269,0.55,NA
1277,Cutaneous Leishmaniases,C0023283,0.55,NA
10166,Citrullinemia,C0175683,0.55,NA
6640,"Muscular Dystrophy, Duchenne",C0013264,0.55,NA
154664,Gastric adenocarcinoma,C0278701,0.55,NA
4049,"Leishmaniases, Mucocutaneous",C1328252,0.55,NA
4886,Anxiety Disorder,C0003469,0.55,NA
8140,squamous cell carcinoma of lung (diagnosis),C0149782,0.55,NA
11274,Leiomyosarcoma,C0023269,0.55,NA
26191,"Disease, Meniere",C0025281,0.55,NA
57522,Papillary Thyroid Carcinoma,C0238463,0.55,NA
8085,Papillary Thyroid Carcinoma,C0238463,0.55,NA
366,Toxic effect of arsenic and its compounds,C0311375,0.55,NA
123264,primary biliary cirrhosis,C0008312,0.55,NA
1244,primary biliary cirrhosis,C0008312,0.55,NA
3077,"Disease, Hepatic Veno-Occlusive",C0019156,0.55,NA
7007,"Disease, Meniere",C0025281,0.55,NA
3586,"Macroglobulinemia, Waldenstrom's",C0024419,0.55,NA
442897,Papillary Thyroid Carcinoma,C0238463,0.5,NA
4512,Leber's optic atrophy,C0917796,0.5,NA
4513,Leber's optic atrophy,C0917796,0.5,NA
4558,Leber's optic atrophy,C0917796,0.5,NA
4780,primary biliary cirrhosis,C0008312,0.5,NA
1143,squamous cell carcinoma of lung (diagnosis),C0149782,0.5,NA
407051,squamous cell carcinoma of lung (diagnosis),C0149782,0.5,NA
3425,MPS4A,C0086651,0.5,NA
9839,Papillary Thyroid Carcinoma,C0238463,0.5,NA
4893,Gastric adenocarcinoma,C0278701,0.5,NA
5426,Gastric adenocarcinoma,C0278701,0.5,NA
9201,Gastric adenocarcinoma,C0278701,0.5,NA
11200,Leiomyosarcoma,C0023269,0.5,NA
5130,Familial generalized lipodystrophy,C0221032,0.5,NA
1747,UTERUS FIBROMA,C0042133,0.5,NA
100126297,Papillary Thyroid Carcinoma,C0238463,0.5,NA
574038,Papillary Thyroid Carcinoma,C0238463,0.5,NA
6347,"Muscular Dystrophy, Duchenne",C0013264,0.5,NA
353,MPS4A,C0086651,0.5,NA
1138,squamous cell carcinoma of lung (diagnosis),C0149782,0.5,NA
5327,Embolism,C0013922,0.5,NA
4550,Leber's optic atrophy,C0917796,0.5,NA
9817,primary biliary cirrhosis,C0008312,0.5,NA
472,Gastric adenocarcinoma,C0278701,0.5,NA
5894,Gastric adenocarcinoma,C0278701,0.5,NA
7015,idiopathic fibrosing alveolitis,C0085786,0.5,NA
4015,primary biliary cirrhosis,C0008312,0.5,NA
4017,primary biliary cirrhosis,C0008312,0.5,NA
5727,squamous cell carcinoma of lung (diagnosis),C0149782,0.5,NA
6795,squamous cell carcinoma of lung (diagnosis),C0149782,0.5,NA
54894,Gastric adenocarcinoma,C0278701,0.5,NA
5563,Gastric adenocarcinoma,C0278701,0.5,NA
920,"Muscular Dystrophy, Duchenne",C0013264,0.5,NA
406914,Papillary Thyroid Carcinoma,C0238463,0.5,NA
64150,Papillary Thyroid Carcinoma,C0238463,0.5,NA
768222,Papillary Thyroid Carcinoma,C0238463,0.5,NA
2033,squamous cell carcinoma of lung (diagnosis),C0149782,0.5,NA
3632,Toxic effect of arsenic and its compounds,C0311375,0.5,NA
3930,primary biliary cirrhosis,C0008312,0.5,NA
9429,primary biliary cirrhosis,C0008312,0.5,NA
8089,Liposarcoma,C0023827,0.5,NA
4763,Liposarcoma,C0023827,0.5,NA
1440,Leiomyosarcoma,C0023269,0.5,NA
10885,Papillary Thyroid Carcinoma,C0238463,0.45,NA
574456,squamous cell carcinoma of lung (diagnosis),C0149782,0.45,NA
1616,epithelial neoplasm of ovary (diagnosis),C0341823,0.45,NA
23118,epithelial neoplasm of ovary (diagnosis),C0341823,0.45,NA
7132,primary biliary cirrhosis,C0008312,0.45,NA
84916,primary biliary cirrhosis,C0008312,0.45,NA
1234,Cutaneous Leishmaniases,C0023283,0.45,NA
145226,Leber's optic atrophy,C0917796,0.45,NA
2876,squamous cell carcinoma of lung (diagnosis),C0149782,0.45,NA
9562,Papillary Thyroid Carcinoma,C0238463,0.45,NA
57096,Leber's optic atrophy,C0917796,0.45,NA
2067,Photosensitivity,C0349506,0.45,NA
4843,primary biliary cirrhosis,C0008312,0.45,NA
6352,primary biliary cirrhosis,C0008312,0.45,NA
2949,UTERUS FIBROMA,C0042133,0.45,NA
1545,squamous cell carcinoma of lung (diagnosis),C0149782,0.45,NA
5795,squamous cell carcinoma of lung (diagnosis),C0149782,0.45,NA
894,squamous cell carcinoma of lung (diagnosis),C0149782,0.45,NA
5378,Dermatomyositis,C0011633,0.45,NA
9891,UTERUS FIBROMA,C0042133,0.45,NA
57522,"Adenocarcinoma, Follicular",C0206682,0.45,NA
2342,Anxiety Disorder,C0003469,0.45,NA
23095,epithelial neoplasm of ovary (diagnosis),C0341823,0.45,NA
9472,epithelial neoplasm of ovary (diagnosis),C0341823,0.45,NA
1059,primary biliary cirrhosis,C0008312,0.45,NA
7297,primary biliary cirrhosis,C0008312,0.45,NA
3077,Myelofibrosis,C0026987,0.45,NA
3190,Raynaud's Disease,C0034734,0.45,NA
6817,squamous cell carcinoma of lung (diagnosis),C0149782,0.45,NA
1293,UTERUS FIBROMA,C0042133,0.45,NA
1436,squamous cell carcinoma of lung (diagnosis),C0149782,0.45,NA
3418,squamous cell carcinoma of lung (diagnosis),C0149782,0.45,NA
4830,epithelial neoplasm of ovary (diagnosis),C0341823,0.45,NA
2475,idiopathic fibrosing alveolitis,C0085786,0.45,NA
442905,Papillary Thyroid Carcinoma,C0238463,0.4,NA
574454,Papillary Thyroid Carcinoma,C0238463,0.4,NA
1778,Papillary Thyroid Carcinoma,C0238463,0.4,NA
7453,Papillary Thyroid Carcinoma,C0238463,0.4,NA
494551,Gastric adenocarcinoma,C0278701,0.4,NA
54822,Gastric adenocarcinoma,C0278701,0.4,NA
5518,Gastric adenocarcinoma,C0278701,0.4,NA
7514,Gastric adenocarcinoma,C0278701,0.4,NA
8295,Gastric adenocarcinoma,C0278701,0.4,NA
92,Gastric adenocarcinoma,C0278701,0.4,NA
10188,Gastric adenocarcinoma,C0278701,0.4,NA
2050,Gastric adenocarcinoma,C0278701,0.4,NA
2081,Gastric adenocarcinoma,C0278701,0.4,NA
2870,Gastric adenocarcinoma,C0278701,0.4,NA
3702,Gastric adenocarcinoma,C0278701,0.4,NA
374,Erythropoietic Protoporphyria,C0162568,0.4,NA
10142,Toxic effect of arsenic and its compounds,C0311375,0.4,NA
10443,Toxic effect of arsenic and its compounds,C0311375,0.4,NA
2803,Toxic effect of arsenic and its compounds,C0311375,0.4,NA
3304,Toxic effect of arsenic and its compounds,C0311375,0.4,NA
4489,Toxic effect of arsenic and its compounds,C0311375,0.4,NA
4524,Toxic effect of arsenic and its compounds,C0311375,0.4,NA
4929,Toxic effect of arsenic and its compounds,C0311375,0.4,NA
57721,Toxic effect of arsenic and its compounds,C0311375,0.4,NA
8615,Toxic effect of arsenic and its compounds,C0311375,0.4,NA
9562,Toxic effect of arsenic and its compounds,C0311375,0.4,NA
130005346,"Polycystic Kidney, Autosomal Dominant",C0085413,0.4,NA
375449,squamous cell carcinoma of lung (diagnosis),C0149782,0.4,NA
5537,squamous cell carcinoma of lung (diagnosis),C0149782,0.4,NA
567,squamous cell carcinoma of lung (diagnosis),C0149782,0.4,NA
6416,squamous cell carcinoma of lung (diagnosis),C0149782,0.4,NA
65267,squamous cell carcinoma of lung (diagnosis),C0149782,0.4,NA
780,squamous cell carcinoma of lung (diagnosis),C0149782,0.4,NA
8805,squamous cell carcinoma of lung (diagnosis),C0149782,0.4,NA
388650,Dry skin,C0151908,0.4,NA
943,Hemorrhages,C0019080,0.4,NA
2068,epithelial neoplasm of ovary (diagnosis),C0341823,0.4,NA
283120,epithelial neoplasm of ovary (diagnosis),C0341823,0.4,NA
6569,hereditary angioneurotic edema,C0019243,0.4,NA
2072,Pre B-cell acute lymphoblastic leukemia,C0349636,0.4,NA
7490,Pre B-cell acute lymphoblastic leukemia,C0349636,0.4,NA
100526835,"Disease, Meniere",C0025281,0.4,NA
1301,"Disease, Meniere",C0025281,0.4,NA
4126,"Disease, Meniere",C0025281,0.4,NA
4627,"Disease, Meniere",C0025281,0.4,NA
5783,"Disease, Meniere",C0025281,0.4,NA
776,"Disease, Meniere",C0025281,0.4,NA
790,"Disease, Meniere",C0025281,0.4,NA
4564,Leber's optic atrophy,C0917796,0.4,NA
4567,Leber's optic atrophy,C0917796,0.4,NA
4574,Leber's optic atrophy,C0917796,0.4,NA
4575,Leber's optic atrophy,C0917796,0.4,NA
4577,Leber's optic atrophy,C0917796,0.4,NA
110006319,beta-Thalassemia,C0005283,0.4,NA
107133510,beta-Thalassemia,C0005283,0.4,NA
100506658,"Disease, Hepatic Veno-Occlusive",C0019156,0.4,NA
106099062,beta-Thalassemia,C0005283,0.4,NA
624,Hemorrhages,C0019080,0.4,NA
114757,primary biliary cirrhosis,C0008312,0.4,NA
130007233,TNF receptor-associated periodic fever syndrome (disorder),C1275126,0.4,NA
115399,squamous cell carcinoma of lung (diagnosis),C0149782,0.4,NA
2042,squamous cell carcinoma of lung (diagnosis),C0149782,0.4,NA
545,squamous cell carcinoma of lung (diagnosis),C0149782,0.4,NA
55589,squamous cell carcinoma of lung (diagnosis),C0149782,0.4,NA
85443,squamous cell carcinoma of lung (diagnosis),C0149782,0.4,NA
1723,beta-Thalassemia,C0005283,0.4,NA
790,beta-Thalassemia,C0005283,0.4,NA
693121,Papillary Thyroid Carcinoma,C0238463,0.4,NA
91833,Papillary Thyroid Carcinoma,C0238463,0.4,NA
3981,Papillary Thyroid Carcinoma,C0238463,0.4,NA
574434,Papillary Thyroid Carcinoma,C0238463,0.4,NA
574452,Papillary Thyroid Carcinoma,C0238463,0.4,NA
944,"Lymphoma, Peripheral T-Cell",C0079774,0.4,NA
5310,Dry skin,C0151908,0.4,NA
130062560,Erythropoietic Protoporphyria,C0162568,0.4,NA
685,Erythropoietic Protoporphyria,C0162568,0.4,NA
7038,Anxiety Disorder,C0003469,0.4,NA
9863,Anxiety Disorder,C0003469,0.4,NA
10290,Gastric adenocarcinoma,C0278701,0.4,NA
115399,Gastric adenocarcinoma,C0278701,0.4,NA
197259,Gastric adenocarcinoma,C0278701,0.4,NA
51366,Gastric adenocarcinoma,C0278701,0.4,NA
676,Gastric adenocarcinoma,C0278701,0.4,NA
9968,Gastric adenocarcinoma,C0278701,0.4,NA
4509,Leber's optic atrophy,C0917796,0.4,NA
9227,Leber's optic atrophy,C0917796,0.4,NA
11078,"Disease, Meniere",C0025281,0.4,NA
1286,"Disease, Meniere",C0025281,0.4,NA
1298,"Disease, Meniere",C0025281,0.4,NA
23095,"Disease, Meniere",C0025281,0.4,NA
51086,"Disease, Meniere",C0025281,0.4,NA
55684,"Disease, Meniere",C0025281,0.4,NA
56163,"Disease, Meniere",C0025281,0.4,NA
64787,"Disease, Meniere",C0025281,0.4,NA
65217,"Disease, Meniere",C0025281,0.4,NA
987,"Disease, Meniere",C0025281,0.4,NA
10644,Toxic effect of arsenic and its compounds,C0311375,0.4,NA
3858,Toxic effect of arsenic and its compounds,C0311375,0.4,NA
4616,Toxic effect of arsenic and its compounds,C0311375,0.4,NA
5996,Toxic effect of arsenic and its compounds,C0311375,0.4,NA
6648,Toxic effect of arsenic and its compounds,C0311375,0.4,NA
7157,Toxic effect of arsenic and its compounds,C0311375,0.4,NA
7324,Toxic effect of arsenic and its compounds,C0311375,0.4,NA
8870,Toxic effect of arsenic and its compounds,C0311375,0.4,NA
8975,Toxic effect of arsenic and its compounds,C0311375,0.4,NA
130005817,Iron Overload,C0282193,0.4,NA
399900,Iron Overload,C0282193,0.4,NA
2353,Hemorrhages,C0019080,0.4,NA
5265,Hemorrhages,C0019080,0.4,NA
5742,Hemorrhages,C0019080,0.4,NA
1141,Anxiety Disorder,C0003469,0.4,NA
1003,primary biliary cirrhosis,C0008312,0.4,NA
3690,Hemorrhages,C0019080,0.4,NA
10412,primary biliary cirrhosis,C0008312,0.4,NA
915,primary biliary cirrhosis,C0008312,0.4,NA
130058210,Tuberous Sclerosis,C0041341,0.4,NA
100534595,Familial generalized lipodystrophy,C0221032,0.4,NA
114548,Toxic effect of arsenic and its compounds,C0311375,0.4,NA
2067,Toxic effect of arsenic and its compounds,C0311375,0.4,NA
22902,Toxic effect of arsenic and its compounds,C0311375,0.4,NA
3557,Toxic effect of arsenic and its compounds,C0311375,0.4,NA
3759,Toxic effect of arsenic and its compounds,C0311375,0.4,NA
406937,Toxic effect of arsenic and its compounds,C0311375,0.4,NA
4860,Toxic effect of arsenic and its compounds,C0311375,0.4,NA
5142,Toxic effect of arsenic and its compounds,C0311375,0.4,NA
9308,Toxic effect of arsenic and its compounds,C0311375,0.4,NA
6813,Hemorrhages,C0019080,0.4,NA
3091,primary biliary cirrhosis,C0008312,0.4,NA
9414,primary biliary cirrhosis,C0008312,0.4,NA
11172,"Disorder, Myeloproliferative",C0027022,0.4,NA
2067,epithelial neoplasm of ovary (diagnosis),C0341823,0.4,NA
2952,epithelial neoplasm of ovary (diagnosis),C0341823,0.4,NA
7057,"Disease, Hepatic Veno-Occlusive",C0019156,0.4,NA
160140,Papillary Thyroid Carcinoma,C0238463,0.4,NA
406927,Papillary Thyroid Carcinoma,C0238463,0.4,NA
407023,Papillary Thyroid Carcinoma,C0238463,0.4,NA
442915,Papillary Thyroid Carcinoma,C0238463,0.4,NA
494330,Papillary Thyroid Carcinoma,C0238463,0.4,NA
574413,Papillary Thyroid Carcinoma,C0238463,0.4,NA
57596,Papillary Thyroid Carcinoma,C0238463,0.4,NA
338811,Anxiety Disorder,C0003469,0.4,NA
5066,Anxiety Disorder,C0003469,0.4,NA
8320,Anxiety Disorder,C0003469,0.4,NA
106804612,beta-Thalassemia,C0005283,0.4,NA
27122,"Polycystic Kidney, Autosomal Dominant",C0085413,0.4,NA
9480,"Polycystic Kidney, Autosomal Dominant",C0085413,0.4,NA
130059762,MPS4A,C0086651,0.4,NA
129996007,squamous cell carcinoma of lung (diagnosis),C0149782,0.4,NA
130062899,squamous cell carcinoma of lung (diagnosis),C0149782,0.4,NA
1387,squamous cell carcinoma of lung (diagnosis),C0149782,0.4,NA
5604,squamous cell carcinoma of lung (diagnosis),C0149782,0.4,NA
84700,squamous cell carcinoma of lung (diagnosis),C0149782,0.4,NA
735,Dermatomyositis,C0011633,0.4,NA
558,Gastric adenocarcinoma,C0278701,0.4,NA
6197,Gastric adenocarcinoma,C0278701,0.4,NA
657,Gastric adenocarcinoma,C0278701,0.4,NA
8019,Gastric adenocarcinoma,C0278701,0.4,NA
2046,Gastric adenocarcinoma,C0278701,0.4,NA
25865,Gastric adenocarcinoma,C0278701,0.4,NA
284656,Gastric adenocarcinoma,C0278701,0.4,NA
3643,Gastric adenocarcinoma,C0278701,0.4,NA
2069,Erythropoietic Protoporphyria,C0162568,0.4,NA
1081,"Adenocarcinoma, Follicular",C0206682,0.4,NA
126806353,Lactose Intolerance,C0022951,0.4,NA
4553,Leber's optic atrophy,C0917796,0.4,NA
4555,Leber's optic atrophy,C0917796,0.4,NA
4565,Leber's optic atrophy,C0917796,0.4,NA
4570,Leber's optic atrophy,C0917796,0.4,NA
4579,Leber's optic atrophy,C0917796,0.4,NA
6101,Leber's optic atrophy,C0917796,0.4,NA
116804918,"Disease, Meniere",C0025281,0.4,NA
176,"Disease, Meniere",C0025281,0.4,NA
1969,"Disease, Meniere",C0025281,0.4,NA
283310,"Disease, Meniere",C0025281,0.4,NA
287,"Disease, Meniere",C0025281,0.4,NA
3371,"Disease, Meniere",C0025281,0.4,NA
4621,"Disease, Meniere",C0025281,0.4,NA
55714,"Disease, Meniere",C0025281,0.4,NA
63892,"Disease, Meniere",C0025281,0.4,NA
7466,"Disease, Meniere",C0025281,0.4,NA
79068,"Disease, Meniere",C0025281,0.4,NA
84059,"Disease, Meniere",C0025281,0.4,NA
8777,"Disease, Meniere",C0025281,0.4,NA
8871,"Disease, Meniere",C0025281,0.4,NA
3484,primary biliary cirrhosis,C0008312,0.4,NA
1432,primary biliary cirrhosis,C0008312,0.4,NA
3553,Leber's optic atrophy,C0917796,0.4,NA
10537,primary biliary cirrhosis,C0008312,0.4,NA
717,Dermatomyositis,C0011633,0.4,NA
494326,Papillary Thyroid Carcinoma,C0238463,0.4,NA
574433,Papillary Thyroid Carcinoma,C0238463,0.4,NA
664616,Papillary Thyroid Carcinoma,C0238463,0.4,NA
724026,Papillary Thyroid Carcinoma,C0238463,0.4,NA
79728,Papillary Thyroid Carcinoma,C0238463,0.4,NA
10631,"Muscular Dystrophy, Duchenne",C0013264,0.4,NA
11011,Gastric adenocarcinoma,C0278701,0.4,NA
126806658,Gastric adenocarcinoma,C0278701,0.4,NA
1387,Gastric adenocarcinoma,C0278701,0.4,NA
1432,Gastric adenocarcinoma,C0278701,0.4,NA
3718,Gastric adenocarcinoma,C0278701,0.4,NA
56155,Gastric adenocarcinoma,C0278701,0.4,NA
7273,Gastric adenocarcinoma,C0278701,0.4,NA
90,Gastric adenocarcinoma,C0278701,0.4,NA
7439,Iron Overload,C0282193,0.4,NA
10308,Toxic effect of arsenic and its compounds,C0311375,0.4,NA
1401,Toxic effect of arsenic and its compounds,C0311375,0.4,NA
2072,Toxic effect of arsenic and its compounds,C0311375,0.4,NA
2920,Toxic effect of arsenic and its compounds,C0311375,0.4,NA
3398,Toxic effect of arsenic and its compounds,C0311375,0.4,NA
4714,Toxic effect of arsenic and its compounds,C0311375,0.4,NA
54345,Toxic effect of arsenic and its compounds,C0311375,0.4,NA
54469,Toxic effect of arsenic and its compounds,C0311375,0.4,NA
5806,Toxic effect of arsenic and its compounds,C0311375,0.4,NA
6364,Toxic effect of arsenic and its compounds,C0311375,0.4,NA
7109,Toxic effect of arsenic and its compounds,C0311375,0.4,NA
7124,Toxic effect of arsenic and its compounds,C0311375,0.4,NA
79101,Toxic effect of arsenic and its compounds,C0311375,0.4,NA
8554,Toxic effect of arsenic and its compounds,C0311375,0.4,NA
9034,Toxic effect of arsenic and its compounds,C0311375,0.4,NA
960,Toxic effect of arsenic and its compounds,C0311375,0.4,NA
83706,Hemorrhages,C0019080,0.4,NA
129992813,"Polycystic Kidney, Autosomal Dominant",C0085413,0.4,NA
4040,"Polycystic Kidney, Autosomal Dominant",C0085413,0.4,NA
21,idiopathic fibrosing alveolitis,C0085786,0.4,NA
5156,squamous cell carcinoma of lung (diagnosis),C0149782,0.4,NA
8358,squamous cell carcinoma of lung (diagnosis),C0149782,0.4,NA
8491,squamous cell carcinoma of lung (diagnosis),C0149782,0.4,NA
2534,squamous cell carcinoma of lung (diagnosis),C0149782,0.4,NA
255239,squamous cell carcinoma of lung (diagnosis),C0149782,0.4,NA
2986,squamous cell carcinoma of lung (diagnosis),C0149782,0.4,NA
340156,squamous cell carcinoma of lung (diagnosis),C0149782,0.4,NA
389840,squamous cell carcinoma of lung (diagnosis),C0149782,0.4,NA
7372,beta-Thalassemia,C0005283,0.4,NA
4763,Pre B-cell acute lymphoblastic leukemia,C0349636,0.4,NA
1232,epithelial neoplasm of ovary (diagnosis),C0341823,0.4,NA
2944,epithelial neoplasm of ovary (diagnosis),C0341823,0.4,NA
4313,Cutaneous Leishmaniases,C0023283,0.4,NA
114609,"Infection, Pneumococcal",C0032269,0.4,NA
3077,Photosensitivity,C0349506,0.4,NA
2944,Raynaud's Disease,C0034734,0.4,NA
10083,"Disease, Meniere",C0025281,0.4,NA
10514,"Disease, Meniere",C0025281,0.4,NA
1130,"Disease, Meniere",C0025281,0.4,NA
23274,"Disease, Meniere",C0025281,0.4,NA
64072,"Disease, Meniere",C0025281,0.4,NA
64283,"Disease, Meniere",C0025281,0.4,NA
4563,Leber's optic atrophy,C0917796,0.4,NA
4569,Leber's optic atrophy,C0917796,0.4,NA
4572,Leber's optic atrophy,C0917796,0.4,NA
4573,Leber's optic atrophy,C0917796,0.4,NA
1728,Hemorrhages,C0019080,0.4,NA
1138,Anxiety Disorder,C0003469,0.4,NA
8912,beta-Thalassemia,C0005283,0.4,NA
100507500,squamous cell carcinoma of lung (diagnosis),C0149782,0.4,NA
2782,Anxiety Disorder,C0003469,0.4,NA
2626,Hemorrhages,C0019080,0.4,NA
5970,primary biliary cirrhosis,C0008312,0.4,NA
130007232,TNF receptor-associated periodic fever syndrome (disorder),C1275126,0.4,NA
406968,squamous cell carcinoma of lung (diagnosis),C0149782,0.4,NA
5426,squamous cell carcinoma of lung (diagnosis),C0149782,0.4,NA
9968,squamous cell carcinoma of lung (diagnosis),C0149782,0.4,NA
6125,Dry skin,C0151908,0.4,NA
4139,Gastric adenocarcinoma,C0278701,0.4,NA
4293,Gastric adenocarcinoma,C0278701,0.4,NA
4916,Gastric adenocarcinoma,C0278701,0.4,NA
50488,Gastric adenocarcinoma,C0278701,0.4,NA
51765,Gastric adenocarcinoma,C0278701,0.4,NA
5605,Gastric adenocarcinoma,C0278701,0.4,NA
567,Gastric adenocarcinoma,C0278701,0.4,NA
6046,Gastric adenocarcinoma,C0278701,0.4,NA
658,Gastric adenocarcinoma,C0278701,0.4,NA
7048,Gastric adenocarcinoma,C0278701,0.4,NA
84446,Gastric adenocarcinoma,C0278701,0.4,NA
9125,Gastric adenocarcinoma,C0278701,0.4,NA
5318,"Muscular Dystrophy, Duchenne",C0013264,0.4,NA
10743,Anxiety Disorder,C0003469,0.4,NA
406924,Papillary Thyroid Carcinoma,C0238463,0.4,NA
406946,Papillary Thyroid Carcinoma,C0238463,0.4,NA
5527,Papillary Thyroid Carcinoma,C0238463,0.4,NA
574034,Papillary Thyroid Carcinoma,C0238463,0.4,NA
105371049,"Polycystic Kidney, Autosomal Dominant",C0085413,0.4,NA
126862447,MPS4A,C0086651,0.4,NA
51693,MPS4A,C0086651,0.4,NA
130399,squamous cell carcinoma of lung (diagnosis),C0149782,0.4,NA
2044,squamous cell carcinoma of lung (diagnosis),C0149782,0.4,NA
2071,Toxic effect of arsenic and its compounds,C0311375,0.4,NA
23043,Toxic effect of arsenic and its compounds,C0311375,0.4,NA
29896,Toxic effect of arsenic and its compounds,C0311375,0.4,NA
3552,Toxic effect of arsenic and its compounds,C0311375,0.4,NA
